"","date","ccg_id","name","items","cost","list_size","covid_period"
"3010","2019-03-01","01G","NHS SALFORD CCG","3454","23547.85","278588","pre-covid year 2"
"3011","2019-03-01","00X","NHS CHORLEY AND SOUTH RIBBLE CCG","2307","21230.51","185085","pre-covid year 2"
"3012","2019-03-01","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","14015","95970.65","1096425","pre-covid year 2"
"3013","2019-03-01","D9Y0V","NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG","21200","175404.06","1650733","pre-covid year 2"
"3014","2019-03-01","91Q","NHS KENT AND MEDWAY CCG","24536","174184.65","1904611","pre-covid year 2"
"3015","2019-03-01","01E","NHS GREATER PRESTON CCG","2724","19651.3","210967","pre-covid year 2"
"3016","2019-03-01","03R","NHS WAKEFIELD CCG","4884","33650.39","377793","pre-covid year 2"
"3017","2019-03-01","X2C4Y","NHS KIRKLEES CCG","5807","38829.58","444683","pre-covid year 2"
"3018","2019-03-01","D2P2L","NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG","19481","135244.28","1476453","pre-covid year 2"
"3019","2019-03-01","05Q","NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG","2820","20756.06","213076","pre-covid year 2"
"3020","2019-03-01","04Y","NHS CANNOCK CHASE CCG","1771","16224.19","133737","pre-covid year 2"
"3021","2019-03-01","03N","NHS SHEFFIELD CCG","8062","55709.19","608654","pre-covid year 2"
"3022","2019-03-01","02G","NHS WEST LANCASHIRE CCG","1507","10795.82","113712","pre-covid year 2"
"3023","2019-03-01","05G","NHS NORTH STAFFORDSHIRE CCG","2904","21050.68","218261","pre-covid year 2"
"3024","2019-03-01","03L","NHS ROTHERHAM CCG","3535","26969.86","264316","pre-covid year 2"
"3025","2019-03-01","99A","NHS LIVERPOOL CCG","7265","52692.08","541254","pre-covid year 2"
"3026","2019-03-01","99F","NHS CASTLE POINT AND ROCHFORD CCG","2495","18380.3","185742","pre-covid year 2"
"3027","2019-03-01","01W","NHS STOCKPORT CCG","4243","25264.12","314043","pre-covid year 2"
"3028","2019-03-01","07H","NHS WEST ESSEX CCG","4300","30592.9","317220","pre-covid year 2"
"3029","2019-03-01","36J","NHS BRADFORD DISTRICT AND CRAVEN CCG","8647","63703.41","637731","pre-covid year 2"
"3030","2019-03-01","00T","NHS BOLTON CCG","4241","31472.4","312490","pre-covid year 2"
"3031","2019-03-01","05D","NHS EAST STAFFORDSHIRE CCG","1981","17218.33","143582","pre-covid year 2"
"3032","2019-03-01","04V","NHS WEST LEICESTERSHIRE CCG","5539","39894.34","398196","pre-covid year 2"
"3033","2019-03-01","06K","NHS EAST AND NORTH HERTFORDSHIRE CCG","8385","57620.12","602746","pre-covid year 2"
"3034","2019-03-01","01F","NHS HALTON CCG","1849","12261.74","132391","pre-covid year 2"
"3035","2019-03-01","06Q","NHS MID ESSEX CCG","5503","45114.44","393916","pre-covid year 2"
"3036","2019-03-01","B2M3M","NHS COVENTRY AND WARWICKSHIRE CCG","14154","90567.16","1008779","pre-covid year 2"
"3037","2019-03-01","27D","NHS CHESHIRE CCG","10900","80402.49","772813","pre-covid year 2"
"3038","2019-03-01","15M","NHS DERBY AND DERBYSHIRE CCG","14964","94354.21","1055982","pre-covid year 2"
"3039","2019-03-01","78H","NHS NORTHAMPTONSHIRE CCG","10998","66501.48","775842","pre-covid year 2"
"3040","2019-03-01","13T","NHS NEWCASTLE GATESHEAD CCG","7539","42202.65","531058","pre-covid year 2"
"3041","2019-03-01","92G","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG","13461","98314.95","947477","pre-covid year 2"
"3042","2019-03-01","03Q","NHS VALE OF YORK CCG","5154","34977.86","361626","pre-covid year 2"
"3043","2019-03-01","06H","NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG","14008","98156.41","982577","pre-covid year 2"
"3044","2019-03-01","00Q","NHS BLACKBURN WITH DARWEN CCG","2525","15688.42","176697","pre-covid year 2"
"3045","2019-03-01","01J","NHS KNOWSLEY CCG","2375","18332.65","165566","pre-covid year 2"
"3046","2019-03-01","02X","NHS DONCASTER CCG","4647","29444.65","322921","pre-covid year 2"
"3047","2019-03-01","70F","NHS WEST SUSSEX CCG","13157","99060.63","896215","pre-covid year 2"
"3048","2019-03-01","03W","NHS EAST LEICESTERSHIRE AND RUTLAND CCG","4945","33001.16","332549","pre-covid year 2"
"3049","2019-03-01","02T","NHS CALDERDALE CCG","3300","19892.63","221678","pre-covid year 2"
"3050","2019-03-01","16C","NHS TEES VALLEY CCG","10500","69780.91","705194","pre-covid year 2"
"3051","2019-03-01","00Y","NHS OLDHAM CCG","3870","26835.85","258027","pre-covid year 2"
"3052","2019-03-01","01D","NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG","3544","21798.3","235797","pre-covid year 2"
"3053","2019-03-01","11X","NHS SOMERSET CCG","8747","58900.03","580332","pre-covid year 2"
"3054","2019-03-01","01X","NHS ST HELENS CCG","3034","20931.59","197966","pre-covid year 2"
"3055","2019-03-01","06L","NHS IPSWICH AND EAST SUFFOLK CCG","6323","46439.4","410702","pre-covid year 2"
"3056","2019-03-01","01A","NHS EAST LANCASHIRE CCG","5943","34907.59","384831","pre-covid year 2"
"3057","2019-03-01","03H","NHS NORTH EAST LINCOLNSHIRE CCG","2638","19718.54","169991","pre-covid year 2"
"3058","2019-03-01","00V","NHS BURY CCG","3195","22548.64","205583","pre-covid year 2"
"3059","2019-03-01","01T","NHS SOUTH SEFTON CCG","2436","18298.32","155800","pre-covid year 2"
"3060","2019-03-01","03K","NHS NORTH LINCOLNSHIRE CCG","2841","19823.42","180258","pre-covid year 2"
"3061","2019-03-01","M2L0M","NHS SHROPSHIRE, TELFORD AND WREKIN CCG","7960","57131.19","501975","pre-covid year 2"
"3062","2019-03-01","02A","NHS TRAFFORD CCG","3866","27178.31","243431","pre-covid year 2"
"3063","2019-03-01","01V","NHS SOUTHPORT AND FORMBY CCG","1992","14404.14","125319","pre-covid year 2"
"3064","2019-03-01","00R","NHS BLACKPOOL CCG","2806","15887.69","174195","pre-covid year 2"
"3065","2019-03-01","99C","NHS NORTH TYNESIDE CCG","3608","21210.16","220441","pre-covid year 2"
"3066","2019-03-01","01Y","NHS TAMESIDE AND GLOSSOP CCG","4127","21687.29","249255","pre-covid year 2"
"3067","2019-03-01","71E","NHS LINCOLNSHIRE CCG","13389","92507.24","792961","pre-covid year 2"
"3068","2019-03-01","00P","NHS SUNDERLAND CCG","4808","26368","284047","pre-covid year 2"
"3069","2019-03-01","01K","NHS MORECAMBE BAY CCG","5922","42266.12","349153","pre-covid year 2"
"3070","2019-03-01","07K","NHS WEST SUFFOLK CCG","4317","31429.58","252797","pre-covid year 2"
"3071","2019-03-01","12F","NHS WIRRAL CCG","5783","44630.69","337139","pre-covid year 2"
"3072","2019-03-01","42D","NHS NORTH YORKSHIRE CCG","7423","53685.3","429308","pre-covid year 2"
"3073","2019-03-01","97R","NHS EAST SUSSEX CCG","9671","63970.28","558576","pre-covid year 2"
"3074","2019-03-01","15N","NHS DEVON CCG","21410","136596.98","1236374","pre-covid year 2"
"3075","2019-03-01","11M","NHS GLOUCESTERSHIRE CCG","11385","69193.58","653488","pre-covid year 2"
"3076","2019-03-01","11J","NHS DORSET CCG","14059","93266.31","804304","pre-covid year 2"
"3077","2019-03-01","02Q","NHS BASSETLAW CCG","2073","10730.28","118257","pre-covid year 2"
"3078","2019-03-01","26A","NHS NORFOLK AND WAVENEY CCG","18684","137446.48","1059939","pre-covid year 2"
"3079","2019-03-01","06T","NHS NORTH EAST ESSEX CCG","6269","41003.05","355599","pre-covid year 2"
"3080","2019-03-01","02Y","NHS EAST RIDING OF YORKSHIRE CCG","5457","44619.28","305990","pre-covid year 2"
"3081","2019-03-01","00N","NHS SOUTH TYNESIDE CCG","2846","19277.5","157834","pre-covid year 2"
"3082","2019-03-01","11N","NHS KERNOW CCG","10610","64649.95","579855","pre-covid year 2"
"3083","2019-03-01","18C","NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG","14629","94603.89","797742","pre-covid year 2"
"3084","2019-03-01","01H","NHS NORTH CUMBRIA CCG","5969","39109.55","325237","pre-covid year 2"
"3085","2019-03-01","02P","NHS BARNSLEY CCG","4812","29897.03","262151","pre-covid year 2"
"3086","2019-03-01","02M","NHS FYLDE AND WYRE CCG","3462","22985.12","178114","pre-covid year 2"
"3087","2019-03-01","00L","NHS NORTHUMBERLAND CCG","6480","38743.9","326886","pre-covid year 2"
"3088","2019-03-01","84H","NHS COUNTY DURHAM CCG","11442","64808.47","554952","pre-covid year 2"
"3089","2019-04-01","93C","NHS NORTH CENTRAL LONDON CCG","10247","84986.9","1648037","pre-covid year 1"
"3090","2019-04-01","72Q","NHS SOUTH EAST LONDON CCG","13313","111843.89","1992174","pre-covid year 1"
"3091","2019-04-01","W2U3Z","NHS NORTH WEST LONDON CCG","16964","140053.09","2514542","pre-covid year 1"
"3092","2019-04-01","A3A8R","NHS NORTH EAST LONDON CCG","15930","119699.75","2221002","pre-covid year 1"
"3093","2019-04-01","36L","NHS SOUTH WEST LONDON CCG","14223","107370.02","1687060","pre-covid year 1"
"3094","2019-04-01","04C","NHS LEICESTER CITY CCG","3682","27094.79","416559","pre-covid year 1"
"3095","2019-04-01","09D","NHS BRIGHTON AND HOVE CCG","3108","19470.1","321776","pre-covid year 1"
"3096","2019-04-01","14L","NHS MANCHESTER CCG","6474","44109.93","657102","pre-covid year 1"
"3097","2019-04-01","15A","NHS BERKSHIRE WEST CCG","5517","42311.91","551112","pre-covid year 1"
"3098","2019-04-01","D4U1Y","NHS FRIMLEY CCG","8067","57809.57","791733","pre-covid year 1"
"3099","2019-04-01","92A","NHS SURREY HEARTLANDS CCG","11464","93533.92","1096266","pre-covid year 1"
"3100","2019-04-01","10Q","NHS OXFORDSHIRE CCG","7973","59188.97","759020","pre-covid year 1"
"3101","2019-04-01","M1J4Y","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG","10872","83374.28","1022038","pre-covid year 1"
"3102","2019-04-01","07G","NHS THURROCK CCG","1959","15963.8","179124","pre-covid year 1"
"3103","2019-04-01","15F","NHS LEEDS CCG","9792","66009.51","889410","pre-covid year 1"
"3104","2019-04-01","05W","NHS STOKE ON TRENT CCG","3271","22424.74","294362","pre-covid year 1"
"3105","2019-04-01","15E","NHS BIRMINGHAM AND SOLIHULL CCG","14828","109129.96","1323405","pre-covid year 1"
"3106","2019-04-01","06N","NHS HERTS VALLEYS CCG","7406","56201.12","652643","pre-covid year 1"
"3107","2019-04-01","99G","NHS SOUTHEND CCG","2159","16039.81","189414","pre-covid year 1"
"3108","2019-04-01","99E","NHS BASILDON AND BRENTWOOD CCG","3221","27052.25","281597","pre-covid year 1"
"3109","2019-04-01","01E","NHS GREATER PRESTON CCG","2438","20556.78","210851","pre-covid year 1"
"3110","2019-04-01","05V","NHS STAFFORD AND SURROUNDS CCG","1731","13182.52","148963","pre-covid year 1"
"3111","2019-04-01","10R","NHS PORTSMOUTH CCG","2726","20405.58","232571","pre-covid year 1"
"3112","2019-04-01","02E","NHS WARRINGTON CCG","2573","20802.81","219463","pre-covid year 1"
"3113","2019-04-01","14Y","NHS BUCKINGHAMSHIRE CCG","6674","50954.22","564963","pre-covid year 1"
"3114","2019-04-01","02H","NHS WIGAN BOROUGH CCG","3930","30818.07","330540","pre-covid year 1"
"3115","2019-04-01","15C","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG","12205","84008.51","1023814","pre-covid year 1"
"3116","2019-04-01","04Y","NHS CANNOCK CHASE CCG","1599","11574.28","133862","pre-covid year 1"
"3117","2019-04-01","03F","NHS HULL CCG","3619","26016.86","301134","pre-covid year 1"
"3118","2019-04-01","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","13314","89200.32","1096640","pre-covid year 1"
"3119","2019-04-01","01G","NHS SALFORD CCG","3418","21519.97","278949","pre-covid year 1"
"3120","2019-04-01","03R","NHS WAKEFIELD CCG","4650","32248.22","378075","pre-covid year 1"
"3121","2019-04-01","99F","NHS CASTLE POINT AND ROCHFORD CCG","2285","16971.53","185709","pre-covid year 1"
"3122","2019-04-01","03L","NHS ROTHERHAM CCG","3275","21486.63","264343","pre-covid year 1"
"3123","2019-04-01","D9Y0V","NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG","20481","159339.77","1650978","pre-covid year 1"
"3124","2019-04-01","91Q","NHS KENT AND MEDWAY CCG","23712","165110.85","1906803","pre-covid year 1"
"3125","2019-04-01","02G","NHS WEST LANCASHIRE CCG","1425","10339.11","113675","pre-covid year 1"
"3126","2019-04-01","D2P2L","NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG","18622","124801.11","1477412","pre-covid year 1"
"3127","2019-04-01","05Q","NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG","2708","21023.63","213309","pre-covid year 1"
"3128","2019-04-01","07H","NHS WEST ESSEX CCG","4037","25990.84","317653","pre-covid year 1"
"3129","2019-04-01","99A","NHS LIVERPOOL CCG","6957","46919.04","541775","pre-covid year 1"
"3130","2019-04-01","03N","NHS SHEFFIELD CCG","7828","51322.68","608195","pre-covid year 1"
"3131","2019-04-01","X2C4Y","NHS KIRKLEES CCG","5781","37697.79","444709","pre-covid year 1"
"3132","2019-04-01","36J","NHS BRADFORD DISTRICT AND CRAVEN CCG","8399","59300.68","638423","pre-covid year 1"
"3133","2019-04-01","06Q","NHS MID ESSEX CCG","5189","39398.17","394215","pre-covid year 1"
"3134","2019-04-01","92G","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG","12535","87930.21","948231","pre-covid year 1"
"3135","2019-04-01","00X","NHS CHORLEY AND SOUTH RIBBLE CCG","2451","22316.35","185165","pre-covid year 1"
"3136","2019-04-01","05G","NHS NORTH STAFFORDSHIRE CCG","2893","19057.88","218238","pre-covid year 1"
"3137","2019-04-01","03Q","NHS VALE OF YORK CCG","4803","32858.32","361706","pre-covid year 1"
"3138","2019-04-01","05D","NHS EAST STAFFORDSHIRE CCG","1926","14179.37","143835","pre-covid year 1"
"3139","2019-04-01","27D","NHS CHESHIRE CCG","10421","78028.17","773321","pre-covid year 1"
"3140","2019-04-01","00T","NHS BOLTON CCG","4259","28349.08","312873","pre-covid year 1"
"3141","2019-04-01","04V","NHS WEST LEICESTERSHIRE CCG","5443","34485.88","398517","pre-covid year 1"
"3142","2019-04-01","78H","NHS NORTHAMPTONSHIRE CCG","10610","67314.49","776684","pre-covid year 1"
"3143","2019-04-01","06H","NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG","13462","89745.36","983597","pre-covid year 1"
"3144","2019-04-01","01F","NHS HALTON CCG","1815","10681.06","132554","pre-covid year 1"
"3145","2019-04-01","06K","NHS EAST AND NORTH HERTFORDSHIRE CCG","8264","51900.31","602958","pre-covid year 1"
"3146","2019-04-01","01D","NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG","3270","19534.55","236012","pre-covid year 1"
"3147","2019-04-01","01J","NHS KNOWSLEY CCG","2310","19298.21","166455","pre-covid year 1"
"3148","2019-04-01","13T","NHS NEWCASTLE GATESHEAD CCG","7391","42796.75","530815","pre-covid year 1"
"3149","2019-04-01","02X","NHS DONCASTER CCG","4514","27062.57","323041","pre-covid year 1"
"3150","2019-04-01","15M","NHS DERBY AND DERBYSHIRE CCG","14811","93471.3","1056587","pre-covid year 1"
"3151","2019-04-01","01W","NHS STOCKPORT CCG","4416","25558.85","314199","pre-covid year 1"
"3152","2019-04-01","B2M3M","NHS COVENTRY AND WARWICKSHIRE CCG","14256","88458.69","1009700","pre-covid year 1"
"3153","2019-04-01","03W","NHS EAST LEICESTERSHIRE AND RUTLAND CCG","4751","33805.68","332738","pre-covid year 1"
"3154","2019-04-01","16C","NHS TEES VALLEY CCG","10080","67557.51","705486","pre-covid year 1"
"3155","2019-04-01","02A","NHS TRAFFORD CCG","3497","21126.03","243471","pre-covid year 1"
"3156","2019-04-01","70F","NHS WEST SUSSEX CCG","13019","95436.63","896611","pre-covid year 1"
"3157","2019-04-01","02T","NHS CALDERDALE CCG","3223","22255.96","221756","pre-covid year 1"
"3158","2019-04-01","00V","NHS BURY CCG","2997","23453.45","205761","pre-covid year 1"
"3159","2019-04-01","01T","NHS SOUTH SEFTON CCG","2271","17060.36","155890","pre-covid year 1"
"3160","2019-04-01","00Y","NHS OLDHAM CCG","3789","27081.55","258307","pre-covid year 1"
"3161","2019-04-01","11X","NHS SOMERSET CCG","8537","50487.62","580564","pre-covid year 1"
"3162","2019-04-01","01A","NHS EAST LANCASHIRE CCG","5682","33256.88","385064","pre-covid year 1"
"3163","2019-04-01","00Q","NHS BLACKBURN WITH DARWEN CCG","2611","13377.84","176921","pre-covid year 1"
"3164","2019-04-01","01X","NHS ST HELENS CCG","2968","20572.37","198013","pre-covid year 1"
"3165","2019-04-01","06L","NHS IPSWICH AND EAST SUFFOLK CCG","6202","43217.96","411033","pre-covid year 1"
"3166","2019-04-01","M2L0M","NHS SHROPSHIRE, TELFORD AND WREKIN CCG","7607","50278.05","502576","pre-covid year 1"
"3167","2019-04-01","03K","NHS NORTH LINCOLNSHIRE CCG","2819","19058.88","180334","pre-covid year 1"
"3168","2019-04-01","99C","NHS NORTH TYNESIDE CCG","3455","17756.82","220604","pre-covid year 1"
"3169","2019-04-01","03H","NHS NORTH EAST LINCOLNSHIRE CCG","2692","16006.75","170074","pre-covid year 1"
"3170","2019-04-01","01K","NHS MORECAMBE BAY CCG","5608","35307.65","348984","pre-covid year 1"
"3171","2019-04-01","12F","NHS WIRRAL CCG","5420","37404.51","337220","pre-covid year 1"
"3172","2019-04-01","00P","NHS SUNDERLAND CCG","4575","23365.78","284046","pre-covid year 1"
"3173","2019-04-01","00R","NHS BLACKPOOL CCG","2850","17037.18","174196","pre-covid year 1"
"3174","2019-04-01","97R","NHS EAST SUSSEX CCG","9198","56144.21","558780","pre-covid year 1"
"3175","2019-04-01","11M","NHS GLOUCESTERSHIRE CCG","10786","66322.96","654170","pre-covid year 1"
"3176","2019-04-01","06T","NHS NORTH EAST ESSEX CCG","6042","34621.31","355784","pre-covid year 1"
"3177","2019-04-01","01V","NHS SOUTHPORT AND FORMBY CCG","2128","14497.91","125267","pre-covid year 1"
"3178","2019-04-01","71E","NHS LINCOLNSHIRE CCG","13499","91894.26","793344","pre-covid year 1"
"3179","2019-04-01","07K","NHS WEST SUFFOLK CCG","4309","32023.49","253030","pre-covid year 1"
"3180","2019-04-01","02Q","NHS BASSETLAW CCG","2021","10643.63","118358","pre-covid year 1"
"3181","2019-04-01","11J","NHS DORSET CCG","13755","87895.98","804628","pre-covid year 1"
"3182","2019-04-01","15N","NHS DEVON CCG","21179","130338.1","1236925","pre-covid year 1"
"3183","2019-04-01","01Y","NHS TAMESIDE AND GLOSSOP CCG","4276","24775.06","249334","pre-covid year 1"
"3184","2019-04-01","42D","NHS NORTH YORKSHIRE CCG","7447","48944.6","429229","pre-covid year 1"
"3185","2019-04-01","26A","NHS NORFOLK AND WAVENEY CCG","18510","131264.89","1060016","pre-covid year 1"
"3186","2019-04-01","11N","NHS KERNOW CCG","10195","65749.11","580383","pre-covid year 1"
"3187","2019-04-01","02Y","NHS EAST RIDING OF YORKSHIRE CCG","5401","41624.86","306139","pre-covid year 1"
"3188","2019-04-01","18C","NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG","14240","89748.11","798236","pre-covid year 1"
"3189","2019-04-01","02P","NHS BARNSLEY CCG","4702","30298.7","262267","pre-covid year 1"
"3190","2019-04-01","00L","NHS NORTHUMBERLAND CCG","5947","34903.85","326914","pre-covid year 1"
"3191","2019-04-01","01H","NHS NORTH CUMBRIA CCG","5930","37546.41","325306","pre-covid year 1"
"3192","2019-04-01","00N","NHS SOUTH TYNESIDE CCG","2954","20742.44","157936","pre-covid year 1"
"3193","2019-04-01","02M","NHS FYLDE AND WYRE CCG","3379","17959.56","178186","pre-covid year 1"
"3194","2019-04-01","84H","NHS COUNTY DURHAM CCG","11520","62443.21","554881","pre-covid year 1"
"3195","2019-05-01","93C","NHS NORTH CENTRAL LONDON CCG","10607","95082.98","1650170","pre-covid year 1"
"3196","2019-05-01","72Q","NHS SOUTH EAST LONDON CCG","13302","114498","1995475","pre-covid year 1"
"3197","2019-05-01","W2U3Z","NHS NORTH WEST LONDON CCG","17038","141060.36","2521938","pre-covid year 1"
"3198","2019-05-01","A3A8R","NHS NORTH EAST LONDON CCG","16219","124964.84","2224793","pre-covid year 1"
"3199","2019-05-01","36L","NHS SOUTH WEST LONDON CCG","14298","115082.4","1689739","pre-covid year 1"
"3200","2019-05-01","04C","NHS LEICESTER CITY CCG","3683","27329.87","416651","pre-covid year 1"
"3201","2019-05-01","07G","NHS THURROCK CCG","1695","13361.96","179481","pre-covid year 1"
"3202","2019-05-01","09D","NHS BRIGHTON AND HOVE CCG","3041","19672.19","321997","pre-covid year 1"
"3203","2019-05-01","15A","NHS BERKSHIRE WEST CCG","5468","46349.67","551235","pre-covid year 1"
"3204","2019-05-01","14L","NHS MANCHESTER CCG","6834","42843.93","657272","pre-covid year 1"
"3205","2019-05-01","D4U1Y","NHS FRIMLEY CCG","8375","65369.22","792526","pre-covid year 1"
"3206","2019-05-01","10Q","NHS OXFORDSHIRE CCG","8055","59222.75","759616","pre-covid year 1"
"3207","2019-05-01","92A","NHS SURREY HEARTLANDS CCG","11631","91150.38","1096487","pre-covid year 1"
"3208","2019-05-01","10R","NHS PORTSMOUTH CCG","2522","21081.73","232500","pre-covid year 1"
"3209","2019-05-01","05W","NHS STOKE ON TRENT CCG","3203","20896.55","294443","pre-covid year 1"
"3210","2019-05-01","M1J4Y","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG","11244","95627.91","1023005","pre-covid year 1"
"3211","2019-05-01","05V","NHS STAFFORD AND SURROUNDS CCG","1653","14485.13","149030","pre-covid year 1"
"3212","2019-05-01","06N","NHS HERTS VALLEYS CCG","7337","61822.7","653304","pre-covid year 1"
"3213","2019-05-01","15E","NHS BIRMINGHAM AND SOLIHULL CCG","14901","110692.58","1324165","pre-covid year 1"
"3214","2019-05-01","15F","NHS LEEDS CCG","10214","68987.56","889128","pre-covid year 1"
"3215","2019-05-01","14Y","NHS BUCKINGHAMSHIRE CCG","6572","52584.69","565726","pre-covid year 1"
"3216","2019-05-01","99E","NHS BASILDON AND BRENTWOOD CCG","3350","30091.6","281793","pre-covid year 1"
"3217","2019-05-01","02E","NHS WARRINGTON CCG","2652","20029.21","219578","pre-covid year 1"
"3218","2019-05-01","99G","NHS SOUTHEND CCG","2293","14880.45","189460","pre-covid year 1"
"3219","2019-05-01","03F","NHS HULL CCG","3651","28460.15","301237","pre-covid year 1"
"3220","2019-05-01","04Y","NHS CANNOCK CHASE CCG","1642","12600.48","133958","pre-covid year 1"
"3221","2019-05-01","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","13458","89104.13","1096779","pre-covid year 1"
"3222","2019-05-01","15C","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG","12584","91361.72","1024746","pre-covid year 1"
"3223","2019-05-01","D9Y0V","NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG","20313","172597.3","1651661","pre-covid year 1"
"3224","2019-05-01","01E","NHS GREATER PRESTON CCG","2599","21193.77","210735","pre-covid year 1"
"3225","2019-05-01","02H","NHS WIGAN BOROUGH CCG","4123","34200.49","330712","pre-covid year 1"
"3226","2019-05-01","91Q","NHS KENT AND MEDWAY CCG","23913","168205.87","1908207","pre-covid year 1"
"3227","2019-05-01","03L","NHS ROTHERHAM CCG","3369","24875.18","264465","pre-covid year 1"
"3228","2019-05-01","00X","NHS CHORLEY AND SOUTH RIBBLE CCG","2363","21018.55","185192","pre-covid year 1"
"3229","2019-05-01","03R","NHS WAKEFIELD CCG","4834","33487.3","378483","pre-covid year 1"
"3230","2019-05-01","99F","NHS CASTLE POINT AND ROCHFORD CCG","2401","16234.27","185777","pre-covid year 1"
"3231","2019-05-01","01G","NHS SALFORD CCG","3619","23266.55","279235","pre-covid year 1"
"3232","2019-05-01","D2P2L","NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG","19233","130773.71","1478360","pre-covid year 1"
"3233","2019-05-01","X2C4Y","NHS KIRKLEES CCG","5873","40661.6","444576","pre-covid year 1"
"3234","2019-05-01","05Q","NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG","2825","20988.02","213506","pre-covid year 1"
"3235","2019-05-01","36J","NHS BRADFORD DISTRICT AND CRAVEN CCG","8499","54959.17","638874","pre-covid year 1"
"3236","2019-05-01","05G","NHS NORTH STAFFORDSHIRE CCG","2906","20992.07","218151","pre-covid year 1"
"3237","2019-05-01","07H","NHS WEST ESSEX CCG","4238","28032.2","317958","pre-covid year 1"
"3238","2019-05-01","06Q","NHS MID ESSEX CCG","5281","40007.19","394494","pre-covid year 1"
"3239","2019-05-01","03N","NHS SHEFFIELD CCG","8146","59484.72","608092","pre-covid year 1"
"3240","2019-05-01","01F","NHS HALTON CCG","1779","11059.01","132676","pre-covid year 1"
"3241","2019-05-01","02G","NHS WEST LANCASHIRE CCG","1535","10005.84","113686","pre-covid year 1"
"3242","2019-05-01","03Q","NHS VALE OF YORK CCG","4894","34627.5","361757","pre-covid year 1"
"3243","2019-05-01","00T","NHS BOLTON CCG","4269","29530.09","313173","pre-covid year 1"
"3244","2019-05-01","B2M3M","NHS COVENTRY AND WARWICKSHIRE CCG","13891","86298.88","1010575","pre-covid year 1"
"3245","2019-05-01","05D","NHS EAST STAFFORDSHIRE CCG","1999","19841.79","143955","pre-covid year 1"
"3246","2019-05-01","92G","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG","13184","97276.49","949239","pre-covid year 1"
"3247","2019-05-01","06K","NHS EAST AND NORTH HERTFORDSHIRE CCG","8400","57210.26","603313","pre-covid year 1"
"3248","2019-05-01","02X","NHS DONCASTER CCG","4506","28460.72","323411","pre-covid year 1"
"3249","2019-05-01","15M","NHS DERBY AND DERBYSHIRE CCG","14787","93302.2","1057219","pre-covid year 1"
"3250","2019-05-01","78H","NHS NORTHAMPTONSHIRE CCG","10893","65917.13","777565","pre-covid year 1"
"3251","2019-05-01","01J","NHS KNOWSLEY CCG","2335","17606.47","166603","pre-covid year 1"
"3252","2019-05-01","03W","NHS EAST LEICESTERSHIRE AND RUTLAND CCG","4691","33072.36","332932","pre-covid year 1"
"3253","2019-05-01","01W","NHS STOCKPORT CCG","4447","26099.59","314370","pre-covid year 1"
"3254","2019-05-01","13T","NHS NEWCASTLE GATESHEAD CCG","7525","41532.87","530486","pre-covid year 1"
"3255","2019-05-01","01D","NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG","3355","22889.26","236211","pre-covid year 1"
"3256","2019-05-01","27D","NHS CHESHIRE CCG","11032","85191.83","774010","pre-covid year 1"
"3257","2019-05-01","04V","NHS WEST LEICESTERSHIRE CCG","5688","37730.44","398689","pre-covid year 1"
"3258","2019-05-01","06H","NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG","14091","94462.03","984305","pre-covid year 1"
"3259","2019-05-01","99A","NHS LIVERPOOL CCG","7796","54299.39","542084","pre-covid year 1"
"3260","2019-05-01","00Y","NHS OLDHAM CCG","3749","26191.84","258585","pre-covid year 1"
"3261","2019-05-01","11X","NHS SOMERSET CCG","8456","53629.59","580916","pre-covid year 1"
"3262","2019-05-01","70F","NHS WEST SUSSEX CCG","13092","96320.02","897250","pre-covid year 1"
